road_id,source,target,length_m,road_class,flood_susceptibility_score,risk_class,elevation_score,imperviousness_score,infiltration_score,flow_accumulation_score,twi_score,slope_score
R-1222,3803645219,13616287394,18.6,tertiary,0.5305,HIGH,0.7658,0.7171,0.7171,0.1143,0.2398,0.675
R-1223,3803645219,6428617352,8.08,residential,0.5105,HIGH,0.743,0.6971,0.6971,0.0912,0.2165,0.6717
R-1224,4342420383,2244637026,43.76,residential,0.4286,MODERATE,0.6506,0.6143,0.6143,0.0213,0.143,0.5775
R-1225,4342420383,2244637034,83.76,residential,0.5691,HIGH,0.7827,0.7314,0.7314,0.2221,0.3136,0.6508
R-1226,4342420383,6491091371,90.34,residential,0.5079,HIGH,0.7385,0.6943,0.6943,0.0205,0.2378,0.7742
R-1227,4342420489,6598052694,44.3,residential,0.4942,MODERATE,0.6955,0.6543,0.6543,0.0097,0.2564,0.8567
R-1228,4342420490,2244637034,83.59,residential,0.6361,HIGH,0.8379,0.78,0.78,0.3656,0.3611,0.6825
R-1229,4342420490,622060802,145.96,residential,0.5481,HIGH,0.8067,0.7543,0.7543,0.0728,0.2384,0.7242
R-1230,4342420490,7404711408,92.78,residential,0.666,HIGH,0.8691,0.8086,0.8086,0.4708,0.3861,0.5708
R-1231,4342420515,10925931781,46.46,secondary,0.5687,HIGH,0.7991,0.7457,0.7457,0.1659,0.3206,0.6658
R-1232,4342420515,245668038,64.09,residential,0.4368,MODERATE,0.6455,0.6114,0.6114,0.0345,0.1641,0.6217
R-1233,4342420515,621966589,353.9,secondary,0.4309,MODERATE,0.6339,0.6,0.6,0.0245,0.1805,0.6217
R-1234,4342420517,9914206292,78.72,residential,0.5191,HIGH,0.7609,0.7114,0.7114,0.0367,0.2416,0.7433
R-1235,4342420553,245668000,69.13,residential,0.5756,HIGH,0.8073,0.7543,0.7543,0.0679,0.3449,0.8483
R-1236,4342420553,245668226,194.56,residential,,UNKNOWN,,,,,,
R-1237,4342420553,6554236455,74.37,residential,,UNKNOWN,,,,,,
R-1238,4674280890,7104101070,164.64,trunk,0.6093,HIGH,0.9233,0.8571,0.8571,0.0563,0.2638,0.7383
R-1239,473698889,473698890,49.94,residential,0.3568,MODERATE,0.5221,0.5,0.5,0.0071,0.13,0.565
R-1240,473698890,10653501374,69.48,residential,0.3567,MODERATE,0.5233,0.5029,0.5029,0.0213,0.1208,0.5367
R-1241,473698890,10653501375,29.16,residential,0.3364,MODERATE,0.4594,0.4457,0.4457,0.0,0.1418,0.6725
R-1242,473698890,473698889,49.94,residential,0.3568,MODERATE,0.5221,0.5,0.5,0.0071,0.13,0.565
R-1243,476480258,245666448,333.56,tertiary,0.483,MODERATE,0.5824,0.5543,0.5543,0.1277,0.4643,0.7733
R-1244,476480258,2897024642,98.6,tertiary,0.5451,HIGH,0.6976,0.6571,0.6571,0.2349,0.335,0.7833
R-1245,476480258,476480287,306.86,tertiary,0.5511,HIGH,0.6455,0.6114,0.6114,0.3809,0.3442,0.8017
R-1246,476480287,13615156523,90.26,secondary,0.4128,MODERATE,0.55,0.5257,0.5257,0.0245,0.2275,0.7975
R-1247,476480287,476480258,306.86,tertiary,0.5511,HIGH,0.6455,0.6114,0.6114,0.3809,0.3442,0.8017
R-1248,476488948,245666078,194.93,tertiary,0.4566,MODERATE,0.6345,0.6,0.6,0.1018,0.2136,0.6725
R-1249,476488948,245666337,202.37,unclassified,0.5486,HIGH,0.697,0.6571,0.6571,0.1887,0.3821,0.8417
R-1250,476489029,2897024517,27.97,tertiary,0.4631,MODERATE,0.6073,0.5771,0.5771,0.0097,0.3245,0.8908
R-1251,5424387223,5424387232,182.28,residential,0.5032,HIGH,0.6748,0.6371,0.6371,0.0939,0.2971,0.8192
R-1252,5424387232,5424387223,182.28,residential,0.5032,HIGH,0.6748,0.6371,0.6371,0.0939,0.2971,0.8192
R-1253,5424387232,6490861784,90.96,residential,0.4959,MODERATE,0.6427,0.6086,0.6086,0.2123,0.3025,0.665
R-1254,5424387232,6490861784,150.46,residential,0.4974,MODERATE,0.6494,0.6143,0.6143,0.1452,0.316,0.7608
R-1255,5470238123,10044201331,128.41,trunk,0.6976,HIGH,0.8503,0.7914,0.7914,0.4297,0.5055,0.8875
R-1256,5470238123,9691859215,23.99,trunk_link,0.6775,HIGH,0.8439,0.7857,0.7857,0.3204,0.5546,0.8642
R-1257,5896564331,2897024751,238.6,tertiary,0.7166,HIGH,0.8839,0.8229,0.8229,0.625,0.3313,0.7708
R-1258,5896564331,6590384792,9.22,tertiary,0.5627,HIGH,0.8673,0.8057,0.8086,0.0054,0.2075,0.7458
R-1259,5896564331,8443532426,497.89,tertiary,0.5868,HIGH,0.8267,0.7714,0.7714,0.119,0.2997,0.8275
R-1260,5911310862,5911310869,218.06,trunk,0.5548,HIGH,0.7439,0.6971,0.6971,0.1304,0.3367,0.8542
R-1261,5911310869,1375251567,430.52,tertiary,0.5225,HIGH,0.7067,0.6657,0.6657,0.0961,0.3095,0.825
R-1262,5911310869,245667803,13.75,tertiary,0.5789,HIGH,0.77,0.72,0.72,0.1663,0.3728,0.8367
R-1263,5911310869,5911310870,17.94,trunk,0.5819,HIGH,0.7642,0.7171,0.7171,0.1423,0.4105,0.8808
R-1264,5911310870,5911310871,172.37,trunk,0.6193,HIGH,0.7724,0.7229,0.7229,0.3488,0.3514,0.8933
R-1265,5911310870,622039341,271.18,residential,0.5821,HIGH,0.7885,0.7371,0.7371,0.1695,0.3424,0.8117
R-1266,5911310871,12406104882,38.0,trunk,0.6431,HIGH,0.7973,0.7457,0.7457,0.3951,0.3413,0.9242
R-1267,5911310871,13618399201,121.31,residential,0.7294,HIGH,0.8382,0.78,0.78,0.6625,0.4926,0.8233
R-1268,5911310878,10384248274,36.52,trunk,0.6076,HIGH,0.7461,0.7,0.7,0.3837,0.3876,0.785
R-1269,5911310878,13622393246,29.93,residential,0.6201,HIGH,0.7482,0.7,0.7,0.3694,0.4323,0.8675
R-1270,5911310880,13618374657,39.28,residential,0.5342,HIGH,0.713,0.6686,0.6686,0.0237,0.3906,0.9425
R-1271,5911310880,13618374670,65.19,residential,0.5539,HIGH,0.7276,0.6829,0.6829,0.0907,0.4005,0.9117
R-1272,5911310880,13618374676,18.15,residential,0.5159,HIGH,0.7121,0.6686,0.6686,0.0,0.324,0.9083
R-1273,621966589,4342420515,353.9,secondary,0.4309,MODERATE,0.6339,0.6,0.6,0.0245,0.1805,0.6217
R-1274,622039341,13601073293,110.41,residential,0.7272,HIGH,0.8936,0.8314,0.8314,0.4864,0.5285,0.8092
R-1275,622039341,13619536866,12.47,residential,0.6391,HIGH,0.8782,0.8171,0.8171,0.2568,0.3732,0.7017
R-1276,622039341,5911310870,271.18,residential,0.5821,HIGH,0.7885,0.7371,0.7371,0.1695,0.3424,0.8117
R-1277,622039341,622039345,20.41,residential,0.5806,HIGH,0.8452,0.7886,0.7886,0.1195,0.3049,0.6592
R-1278,622039345,13618414607,7.6,residential,0.5447,HIGH,0.8185,0.7657,0.7629,0.0454,0.2526,0.665
R-1279,622039345,13619237610,8.4,residential,0.5331,HIGH,0.8079,0.7543,0.7543,0.033,0.2276,0.6675
R-1280,622039345,622039341,20.41,residential,0.5806,HIGH,0.8452,0.7886,0.7886,0.1195,0.3049,0.6592
R-1281,622039354,10923438752,34.51,residential,0.654,HIGH,0.8297,0.7743,0.7743,0.4273,0.3658,0.7675
R-1282,622039354,13619237603,70.45,residential,0.5666,HIGH,0.8312,0.7743,0.7743,0.1398,0.208,0.7017
R-1283,622039354,7384246086,11.49,residential,0.5216,HIGH,0.8003,0.7486,0.7486,0.0,0.1831,0.7208
R-1284,622039357,622039360,35.27,residential,,UNKNOWN,,,,,,
R-1285,622039360,245668197,19.56,residential,,UNKNOWN,,,,,,
R-1286,622039360,622039357,35.27,residential,,UNKNOWN,,,,,,
R-1287,622039360,6576335804,88.93,residential,0.5657,HIGH,0.8136,0.76,0.76,0.119,0.266,0.7333
R-1288,622042581,12406085638,23.16,trunk,0.5144,HIGH,0.7682,0.72,0.72,0.0307,0.1837,0.7508
R-1289,622042582,2897024865,10.89,trunk,0.4728,MODERATE,0.7145,0.6714,0.6714,0.2294,0.2204,0.16
R-1290,622042582,622042581,50.92,trunk,0.525,HIGH,0.767,0.7171,0.7171,0.2007,0.2518,0.4267
R-1291,622060792,11054646813,14.23,residential,0.423,MODERATE,0.6506,0.6143,0.6143,0.0,0.1212,0.5967
R-1292,622060792,245667423,187.57,residential,0.5076,HIGH,0.7042,0.6629,0.6629,0.1531,0.2225,0.7075
R-1293,622060792,9198946025,212.64,residential,0.5633,HIGH,0.7703,0.72,0.72,0.208,0.2606,0.765
R-1294,622060802,2244637068,19.11,residential,,UNKNOWN,,,,,,
R-1295,622060802,4342420490,145.96,residential,0.5481,HIGH,0.8067,0.7543,0.7543,0.0728,0.2384,0.7242
R-1296,622060802,622060872,141.73,residential,0.4708,MODERATE,0.7273,0.6829,0.6829,0.0,0.2425,0.5
R-1297,622060872,2244637056,101.59,residential,,UNKNOWN,,,,,,
R-1298,622060872,245667960,43.75,residential,,UNKNOWN,,,,,,
R-1299,622060872,622060802,141.73,residential,0.4708,MODERATE,0.7273,0.6829,0.6829,0.0,0.2425,0.5
R-1300,623895377,245667685,201.78,residential,0.4526,MODERATE,0.6036,0.5743,0.5743,0.2137,0.2202,0.5508
R-1301,623895377,6490968308,64.07,residential,0.3035,MODERATE,0.4527,0.44,0.44,0.0164,0.0865,0.4267
R-1302,623895377,6554206834,100.49,residential,0.3924,MODERATE,0.5612,0.5343,0.5343,0.1003,0.162,0.4875
R-1303,623895532,13617292729,50.08,residential,,UNKNOWN,,,,,,
R-1304,623895532,6430481233,76.08,tertiary,,UNKNOWN,,,,,,
R-1305,623895532,7404757837,82.42,tertiary,,UNKNOWN,,,,,,
R-1306,623895533,245668029,58.72,tertiary,,UNKNOWN,,,,,,
R-1307,623895533,6554236449,191.44,residential,,UNKNOWN,,,,,,
R-1308,623895533,7404757837,2.4,tertiary,,UNKNOWN,,,,,,
R-1309,631507968,10292442915,205.53,secondary,0.5374,HIGH,0.6018,0.5714,0.5714,0.3781,0.3961,0.82
R-1310,631507968,2897024595,201.69,secondary,0.4485,MODERATE,0.537,0.5143,0.5143,0.1887,0.2976,0.7867
R-1311,631507969,2897024696,35.9,secondary,0.5061,HIGH,0.6833,0.6429,0.6429,0.0418,0.3227,0.8767
R-1312,631507969,2897024711,7.99,tertiary,0.4821,MODERATE,0.6788,0.64,0.64,0.0229,0.2382,0.82
R-1313,631507969,631525440,141.03,tertiary,0.5244,HIGH,0.7273,0.6829,0.6829,0.084,0.2786,0.8133
R-1314,631507991,11976374939,141.9,tertiary,0.627,HIGH,0.7661,0.7171,0.7171,0.317,0.451,0.9175
R-1315,631507991,2897024734,10.02,tertiary,,UNKNOWN,,,,,,
R-1316,631507992,10279771626,28.73,tertiary,0.5446,HIGH,0.7855,0.7343,0.7343,0.0276,0.2766,0.835
R-1317,631507992,2897024795,7.99,primary,0.5353,HIGH,0.7909,0.74,0.74,0.0221,0.2361,0.7825
R-1318,631507993,10265837613,172.34,primary,0.6053,HIGH,0.8715,0.8114,0.8114,0.1637,0.3123,0.6742
R-1319,631507993,631507992,17.98,tertiary,0.5371,HIGH,0.8052,0.7514,0.7514,0.0367,0.214,0.7367
R-1320,631525434,2897024676,72.3,tertiary,0.5509,HIGH,0.7097,0.6657,0.6657,0.1845,0.3602,0.8508
R-1321,631525434,2897024687,8.19,tertiary,0.4976,MODERATE,0.6903,0.6514,0.6514,0.0475,0.2602,0.83
R-1322,631525434,631525440,138.0,tertiary,0.5163,HIGH,0.7091,0.6657,0.6657,0.0635,0.2893,0.8542
R-1323,631525438,245666966,18.3,secondary,0.4097,MODERATE,0.607,0.5771,0.5771,0.0237,0.1386,0.6083
R-1324,631525438,2897024798,385.32,primary,0.5982,HIGH,0.7876,0.7371,0.7371,0.2926,0.3064,0.7817
R-1325,631525440,2897024734,214.13,tertiary,0.6535,HIGH,0.81,0.7571,0.7571,0.2962,0.5166,0.8983
R-1326,631525440,631507969,141.03,tertiary,0.5244,HIGH,0.7273,0.6829,0.6829,0.084,0.2786,0.8133
R-1327,631525440,631525434,138.0,tertiary,0.5163,HIGH,0.7091,0.6657,0.6657,0.0635,0.2893,0.8542
R-1328,6428381511,7372035744,115.39,residential,0.6202,HIGH,0.8633,0.8029,0.8029,0.144,0.3341,0.8758
R-1329,6428382636,10265662126,15.66,residential,0.5818,HIGH,0.8139,0.76,0.76,0.0971,0.3259,0.8475
R-1330,6428382636,12406104885,156.17,residential,0.6763,HIGH,0.8212,0.7657,0.7657,0.5968,0.345,0.73
R-1331,6428382636,12756633089,95.51,residential,0.5296,HIGH,0.7764,0.7257,0.7257,0.0641,0.2242,0.7383
R-1332,6428617352,13616287395,36.02,tertiary,0.4869,MODERATE,0.7055,0.6629,0.6629,0.0397,0.2063,0.7492
R-1333,6428617352,3803645219,8.08,residential,0.5105,HIGH,0.743,0.6971,0.6971,0.0912,0.2165,0.6717
R-1334,6428792684,6428792684,233.2,residential,0.363,MODERATE,0.4818,0.4657,0.4657,0.1535,0.1784,0.4617
R-1335,6428792684,6428792684,233.2,residential,0.363,MODERATE,0.4818,0.4657,0.4657,0.1535,0.1784,0.4617
R-1336,6428792684,6428793085,22.47,residential,0.5435,HIGH,0.673,0.6343,0.6343,0.3472,0.3656,0.6258
R-1337,6428793085,10316548327,65.39,residential,0.5619,HIGH,0.6948,0.6543,0.6543,0.2955,0.4062,0.7392
R-1338,6428793085,245667685,38.34,residential,0.4701,MODERATE,0.6485,0.6114,0.6114,0.2004,0.1917,0.5758
R-1339,6428793085,6428792684,22.47,residential,0.5435,HIGH,0.673,0.6343,0.6343,0.3472,0.3656,0.6258
R-1340,6428811261,12486614582,4.7,tertiary,0.4691,MODERATE,0.7279,0.6829,0.6829,0.0,0.23,0.5
R-1341,6428811261,6428811262,97.3,tertiary,0.5847,HIGH,0.7958,0.7429,0.7429,0.1069,0.3662,0.8925
R-1342,6428811261,6428811270,9.52,tertiary,0.4968,MODERATE,0.72,0.6771,0.6771,0.0018,0.2192,0.8258
R-1343,6428811262,13617092839,2.21,tertiary,0.6164,HIGH,0.823,0.7686,0.7686,0.1785,0.379,0.9025
R-1344,6428811263,13621901231,32.82,tertiary,0.6061,HIGH,0.8152,0.76,0.76,0.2109,0.3511,0.8225
R-1345,6428811263,6428811268,7.16,tertiary,0.6334,HIGH,0.8258,0.7714,0.7714,0.2252,0.4146,0.91
R-1346,6428811268,245665910,5.09,tertiary,0.6475,HIGH,0.8288,0.7714,0.7714,0.2622,0.4503,0.9175
R-1347,6428811270,13621886865,42.25,tertiary,0.5407,HIGH,0.7491,0.7029,0.7029,0.1059,0.2709,0.8308
R-1348,6428811270,245665874,16.3,tertiary,0.4922,MODERATE,0.7112,0.6686,0.6686,0.0018,0.2199,0.8258
R-1349,6428811270,6428811261,9.52,tertiary,0.4968,MODERATE,0.72,0.6771,0.6771,0.0018,0.2192,0.8258
R-1350,6430481233,623895532,76.08,tertiary,,UNKNOWN,,,,,,
R-1351,6489058155,13622435420,52.42,residential,,UNKNOWN,,,,,,
R-1352,6489058155,13622445936,9.93,residential,,UNKNOWN,,,,,,
R-1353,6489058155,9445072347,42.55,residential,,UNKNOWN,,,,,,
R-1354,6490591812,6490591813,113.49,residential,0.1929,LOW,0.3273,0.3286,0.3286,0.044,0.0239,0.0
R-1355,6490591813,13619374592,77.33,trunk,0.6114,HIGH,0.7685,0.72,0.72,0.3779,0.4085,0.6883
R-1356,6490591813,6490591812,113.49,residential,0.1929,LOW,0.3273,0.3286,0.3286,0.044,0.0239,0.0
R-1357,6490861784,245667933,77.54,residential,0.5677,HIGH,0.7821,0.7314,0.7314,0.2359,0.3329,0.5817
R-1358,6490861784,5424387232,90.96,residential,0.4959,MODERATE,0.6427,0.6086,0.6086,0.2123,0.3025,0.665
R-1359,6490861784,5424387232,150.46,residential,0.4974,MODERATE,0.6494,0.6143,0.6143,0.1452,0.316,0.7608
R-1360,6490872923,12378368422,67.3,residential,0.2355,LOW,0.3576,0.3543,0.3543,0.0537,0.0861,0.1633
R-1361,6490872923,1934627523,21.5,residential,0.4078,MODERATE,0.6382,0.6029,0.6029,0.1543,0.1646,0.1358
R-1362,6490872923,6490872925,29.59,residential,0.3172,MODERATE,0.5294,0.5057,0.5086,0.1008,0.0917,0.0
R-1363,6490872924,6490872925,58.83,residential,0.2254,LOW,0.3179,0.32,0.32,0.033,0.0815,0.31
R-1364,6490872924,6490872925,112.98,residential,0.2503,MODERATE,0.3458,0.3457,0.3457,0.0307,0.0962,0.3958
R-1365,6490872924,6490872930,10.02,residential,0.2241,LOW,0.2252,0.2371,0.2371,0.0213,0.1591,0.68
R-1366,6490872925,6490872923,29.59,residential,0.3168,MODERATE,0.5294,0.5057,0.5057,0.1008,0.0917,0.0
R-1367,6490872925,6490872924,58.83,residential,0.2254,LOW,0.3179,0.32,0.32,0.033,0.0815,0.31
R-1368,6490872925,6490872924,112.98,residential,0.2503,MODERATE,0.3458,0.3457,0.3457,0.0307,0.0962,0.3958
R-1369,6490872930,12378368427,6.18,residential,0.2287,LOW,0.2218,0.2343,0.2343,0.03,0.1759,0.6992
R-1370,6490872930,6490872924,10.02,residential,0.2241,LOW,0.2252,0.2371,0.2371,0.0213,0.1591,0.68
R-1371,6490968306,6490968308,49.96,residential,0.3614,MODERATE,0.5782,0.5514,0.5514,0.0173,0.0801,0.3725
R-1372,6490968308,2244637027,168.17,residential,0.6348,HIGH,0.7982,0.7457,0.7457,0.3881,0.4306,0.7192
R-1373,6490968308,623895377,64.07,residential,0.3035,MODERATE,0.4527,0.44,0.44,0.0164,0.0865,0.4267
R-1374,6490968308,6490968306,49.96,residential,0.3614,MODERATE,0.5782,0.5514,0.5514,0.0173,0.0801,0.3725
R-1375,6491091371,2244637012,66.53,residential,0.5268,HIGH,0.7873,0.7371,0.7371,0.1712,0.2104,0.4558
R-1376,6491091371,4342420383,90.34,residential,0.5079,HIGH,0.7385,0.6943,0.6943,0.0205,0.2378,0.7742
R-1377,6491091371,6491091372,31.64,residential,0.4656,MODERATE,0.7206,0.6771,0.6771,0.0292,0.1362,0.5825
R-1378,6491091372,2244637012,66.0,residential,0.4838,MODERATE,0.7367,0.6914,0.6914,0.1456,0.1821,0.38
R-1379,6491091372,6491091371,31.64,residential,0.4656,MODERATE,0.7206,0.6771,0.6771,0.0292,0.1362,0.5825
R-1380,6491091372,6554206834,78.03,residential,0.4725,MODERATE,0.6912,0.6514,0.6514,0.0482,0.197,0.6708
R-1381,6491469979,2897024777,104.67,tertiary,,UNKNOWN,,,,,,
R-1382,6552594955,2897024677,79.69,tertiary,0.489,MODERATE,0.5912,0.5629,0.5629,0.1695,0.3642,0.8517
R-1383,6552594957,2897024656,27.1,primary,0.4122,MODERATE,0.5503,0.5257,0.5257,0.0237,0.2231,0.7992
R-1384,6552594957,6552594955,32.94,primary_link,0.4321,MODERATE,0.5606,0.5343,0.5343,0.0758,0.2605,0.7875
R-1385,6554206834,2244637026,113.08,residential,0.4986,MODERATE,0.7015,0.66,0.66,0.1079,0.2485,0.6842
R-1386,6554206834,623895377,100.49,residential,0.3924,MODERATE,0.5612,0.5343,0.5343,0.1003,0.162,0.4875
R-1387,6554206834,6491091372,78.03,residential,0.4725,MODERATE,0.6912,0.6514,0.6514,0.0482,0.197,0.6708
R-1388,6554236425,6554236440,27.36,tertiary,0.4345,MODERATE,0.6848,0.6457,0.6457,0.0269,0.1194,0.4825
R-1389,6554236425,6554236455,163.01,residential,0.435,MODERATE,0.6655,0.6286,0.6286,0.03,0.1919,0.4708
R-1390,6554236425,7404711455,78.82,tertiary,0.4278,MODERATE,0.603,0.5714,0.5714,0.0338,0.2005,0.7033
R-1391,6554236425,7404711465,126.02,residential,0.4904,MODERATE,0.7115,0.6686,0.6686,0.1317,0.2009,0.5758
R-1392,6554236429,10923690283,13.34,residential,,UNKNOWN,,,,,,
R-1393,6554236440,2244637067,32.92,tertiary,0.5158,HIGH,0.793,0.74,0.74,0.0468,0.1844,0.6117
R-1394,6554236440,6554236425,27.36,tertiary,0.4345,MODERATE,0.6848,0.6457,0.6457,0.0269,0.1195,0.4825
R-1395,6554236440,6554236451,130.04,residential,0.5391,HIGH,0.7994,0.7486,0.7486,0.1504,0.2489,0.4983
R-1396,6554236441,2244637067,210.33,tertiary,0.5923,HIGH,0.8745,0.8143,0.8143,0.1223,0.2688,0.6758
R-1397,6554236441,245668029,12.21,tertiary,,UNKNOWN,,,,,,
R-1398,6554236441,6554236449,140.04,residential,,UNKNOWN,,,,,,
R-1399,6554236449,623895533,191.44,residential,,UNKNOWN,,,,,,
R-1400,6554236449,6554236441,140.04,residential,,UNKNOWN,,,,,,
R-1401,6554236449,6554236451,64.09,residential,,UNKNOWN,,,,,,
R-1402,6554236451,10923690270,93.08,residential,,UNKNOWN,,,,,,
R-1403,6554236451,10923690283,112.47,residential,,UNKNOWN,,,,,,
R-1404,6554236451,6554236440,130.04,residential,0.5391,HIGH,0.7994,0.7486,0.7486,0.1504,0.2489,0.4983
R-1405,6554236451,6554236449,64.09,residential,,UNKNOWN,,,,,,
R-1406,6554236455,10923690270,37.36,residential,,UNKNOWN,,,,,,
R-1407,6554236455,4342420553,74.37,residential,,UNKNOWN,,,,,,
R-1408,6554236455,6554236425,163.01,residential,0.435,MODERATE,0.6655,0.6286,0.6286,0.03,0.1919,0.4708
R-1409,6554271017,13619401780,12.32,residential,0.0246,LOW,0.007,0.0457,0.0429,0.0,0.013,0.0567
R-1410,6554271024,13619401780,82.48,residential,0.2675,MODERATE,0.4221,0.4114,0.4114,0.1218,0.0985,0.0
R-1411,6554271024,2244637013,71.18,residential,0.4944,MODERATE,0.6918,0.6514,0.6514,0.1326,0.2318,0.6675
R-1412,6554271024,2244637021,67.22,residential,0.5444,HIGH,0.7364,0.6914,0.6914,0.1864,0.3115,0.7117
R-1413,6554302593,2897024683,102.16,tertiary,0.4589,MODERATE,0.563,0.5371,0.5371,0.0805,0.3529,0.8925
R-1414,6554384670,245666386,83.86,tertiary,0.4156,MODERATE,0.5788,0.5514,0.5514,0.0411,0.1994,0.6867
R-1415,6576335804,622039360,88.93,residential,0.5657,HIGH,0.8136,0.76,0.76,0.119,0.266,0.7333
R-1416,6585962883,13614337242,16.14,residential,0.4159,MODERATE,0.5455,0.5229,0.5229,0.0,0.2502,0.8625
R-1417,6585962883,13614337247,14.99,residential,0.4196,MODERATE,0.5455,0.5229,0.5229,0.0,0.2668,0.875
R-1418,6585962883,13614337249,27.32,residential,0.4173,MODERATE,0.5479,0.5257,0.5257,0.0,0.2491,0.8633
R-1419,6585998686,13614337247,76.41,residential,0.5155,HIGH,0.5806,0.5543,0.5543,0.2813,0.4316,0.8433
R-1420,6590384792,10055232024,28.08,tertiary,0.5648,HIGH,0.8779,0.8171,0.8171,0.0323,0.182,0.695
R-1421,6590384792,5896564331,9.22,tertiary,0.5627,HIGH,0.8673,0.8057,0.8086,0.0054,0.2075,0.7458
R-1422,6598052694,13618374655,16.18,residential,0.5104,HIGH,0.7091,0.6686,0.6657,0.0156,0.2916,0.8817
R-1423,6598052694,4342420489,44.3,residential,0.4942,MODERATE,0.6955,0.6543,0.6543,0.0097,0.2564,0.8567
R-1424,6598052694,7404711477,23.25,residential,0.5202,HIGH,0.7088,0.6657,0.6657,0.0148,0.3601,0.8842
R-1425,6926279716,13798210725,26.82,residential,0.6573,HIGH,0.8721,0.8114,0.8114,0.4398,0.2925,0.6708
R-1426,6926279716,13798210730,56.49,residential,0.7294,HIGH,0.9445,0.8743,0.8743,0.5321,0.4336,0.6308
R-1427,6926279716,13798210738,18.95,residential,0.7615,VERY_HIGH,0.97,0.8971,0.8971,0.5987,0.5588,0.5
R-1428,6926279717,13798210723,56.29,residential,0.4846,MODERATE,0.7455,0.6971,0.6971,0.0,0.156,0.6808
R-1429,6926279717,13798210725,28.31,residential,0.5106,HIGH,0.787,0.7343,0.7343,0.0,0.1559,0.7283
R-1430,6926279717,13798210735,15.95,residential,0.5112,HIGH,0.7685,0.72,0.7171,0.0,0.1846,0.7825
R-1431,6926279721,10772904744,52.24,trunk,0.7352,HIGH,0.9821,0.9086,0.9086,0.493,0.4811,0.5
R-1432,6926279721,13798210738,8.99,residential,0.7563,VERY_HIGH,0.9873,0.9114,0.9114,0.5498,0.5324,0.5
R-1433,6926279722,2804481652,104.56,residential,0.569,HIGH,0.7264,0.6829,0.6829,0.1758,0.4603,0.805
R-1434,6926279727,6926279727,276.37,residential,0.6442,HIGH,0.9512,0.88,0.88,0.0447,0.3765,0.805
R-1435,6926279727,6926279727,276.37,residential,0.6442,HIGH,0.9512,0.88,0.88,0.0447,0.3765,0.805
R-1436,6926279727,7104101070,59.41,residential,0.6402,HIGH,0.9339,0.8657,0.8657,0.1377,0.2956,0.785
R-1437,7104101070,13433910625,95.51,trunk,0.5361,HIGH,0.8303,0.7743,0.7743,0.0704,0.1869,0.5692
R-1438,7104101070,6926279727,59.41,residential,0.6402,HIGH,0.9339,0.8657,0.8657,0.1377,0.2956,0.785
R-1439,7200666559,2897024597,234.99,tertiary,0.4,MODERATE,0.4927,0.4743,0.4743,0.0181,0.2976,0.8717
R-1440,7365813760,13618414606,13.43,residential,0.5017,HIGH,0.7633,0.7143,0.7143,0.0,0.1811,0.7183
R-1441,7365813760,13619237610,16.55,residential,0.512,HIGH,0.7803,0.7314,0.7286,0.0097,0.197,0.6892
R-1442,7365813760,7384246086,30.09,residential,0.5076,HIGH,0.7758,0.7257,0.7257,0.0,0.1833,0.7092
R-1443,7365871208,13617483789,26.78,tertiary,0.5454,HIGH,0.7991,0.7486,0.7457,0.2178,0.2326,0.4558
R-1444,7365871208,13617550915,7.27,tertiary_link,0.4872,MODERATE,0.7518,0.7057,0.7057,0.0799,0.1653,0.4908
R-1445,7366153523,7372035744,495.95,residential,0.6828,HIGH,0.8418,0.7857,0.7857,0.5409,0.3271,0.8217
R-1446,7366246694,13618347449,174.97,residential,0.421,MODERATE,0.6239,0.5914,0.5914,0.0734,0.1669,0.495
R-1447,7366246694,2897024870,26.56,trunk_link,0.4663,MODERATE,0.69,0.6486,0.6486,0.1871,0.2188,0.3108
R-1448,7366246698,622042582,13.71,trunk,0.4618,MODERATE,0.7164,0.6743,0.6743,0.2273,0.1925,0.0817
R-1449,7366246698,6490591813,48.04,trunk,0.4134,MODERATE,0.6985,0.6571,0.6571,0.1291,0.119,0.0
R-1450,7372035744,13617040678,13.12,tertiary,0.5718,HIGH,0.8545,0.7943,0.7943,0.0397,0.245,0.7817
R-1451,7372035744,245666801,85.2,tertiary,0.8049,VERY_HIGH,0.897,0.8343,0.8343,0.8589,0.5284,0.8242
R-1452,7372035744,6428381511,115.39,residential,0.6202,HIGH,0.8633,0.8029,0.8029,0.144,0.3341,0.8758
R-1453,7372035744,7366153523,495.95,residential,0.6828,HIGH,0.8418,0.7857,0.7857,0.5409,0.3271,0.8217
R-1454,7384246086,13619515794,5.6,residential,0.5417,HIGH,0.7882,0.7371,0.7371,0.12,0.1945,0.7292
R-1455,7384246086,622039354,11.49,residential,0.5216,HIGH,0.8003,0.7486,0.7486,0.0,0.1831,0.7208
R-1456,7384246086,7365813760,30.09,residential,0.5076,HIGH,0.7758,0.7257,0.7257,0.0,0.1833,0.7092
R-1457,7404711408,4342420490,92.78,residential,0.666,HIGH,0.8691,0.8086,0.8086,0.4708,0.3861,0.5708
R-1458,7404711443,11045926287,269.44,residential,0.4601,MODERATE,0.6382,0.6029,0.6029,0.0345,0.2508,0.7692
R-1459,7404711443,245668038,19.69,residential,0.4613,MODERATE,0.6391,0.6057,0.6057,0.0543,0.2472,0.735
