rank,road_id,source,target,length_m,road_class,hotspot_score,hotspot_class,peak_flood_depth_m,mean_flood_depth_m,peak_combined_risk,mean_combined_risk,risk_duration,high_risk_duration,very_high_risk_duration,fraction_of_time_high_risk,first_high_risk_timestamp,first_critical_timestamp,peak_risk_timestamp,peak_flood_depth_timestamp,number_of_timestamps
864,R-1090,245668277,13621749581,25.79,residential,0.345,MODERATE,0.228,0.108,0.4619,0.3251,5,0,0,0.0,,,T+90min,T+90min,6
865,R-639,13621749581,245668277,25.79,residential,0.345,MODERATE,0.228,0.108,0.4619,0.3251,5,0,0,0.0,,,T+90min,T+90min,6
866,R-1172,2897024710,2897024695,247.3,tertiary,0.3446,MODERATE,0.223,0.086,0.4663,0.3325,5,0,0,0.0,,,T+90min,T+90min,6
867,R-1218,3743617940,13614467518,37.51,residential,0.344,MODERATE,0.228,0.098,0.4601,0.3233,5,0,0,0.0,,,T+90min,T+90min,6
868,R-259,13614467518,3743617940,37.51,residential,0.344,MODERATE,0.228,0.098,0.4601,0.3233,5,0,0,0.0,,,T+90min,T+90min,6
869,R-1388,6554236425,6554236440,27.36,tertiary,0.3432,MODERATE,0.233,0.097,0.4534,0.3136,4,0,0,0.0,,,T+90min,T+90min,6
870,R-1394,6554236440,6554236425,27.36,tertiary,0.3432,MODERATE,0.233,0.097,0.4534,0.3136,4,0,0,0.0,,,T+90min,T+90min,6
871,R-1348,6428811270,245665874,16.3,tertiary,0.3426,MODERATE,0.222,0.106,0.4633,0.3299,5,0,0,0.0,,,T+90min,T+90min,6
872,R-020,10265662124,12406104885,13.21,residential,0.3416,MODERATE,0.22,0.109,0.4632,0.3312,5,0,0,0.0,,,T+90min,T+90min,6
873,R-197,12406104885,10265662124,13.21,residential,0.3416,MODERATE,0.22,0.109,0.4632,0.3312,5,0,0,0.0,,,T+90min,T+90min,6
874,R-1424,6598052694,7404711477,23.25,residential,0.3416,MODERATE,0.216,0.105,0.4673,0.3379,5,0,0,0.0,,,T+90min,T+90min,6
875,R-1473,7404711477,6598052694,23.25,residential,0.3416,MODERATE,0.216,0.105,0.4673,0.3379,5,0,0,0.0,,,T+90min,T+90min,6
876,R-436,13618374676,13618374681,42.66,residential,0.3416,MODERATE,0.216,0.106,0.4672,0.3376,5,0,0,0.0,,,T+90min,T+90min,6
877,R-443,13618374681,13618374676,42.66,residential,0.3416,MODERATE,0.216,0.106,0.4672,0.3376,5,0,0,0.0,,,T+90min,T+90min,6
878,R-1340,6428811261,12486614582,4.7,tertiary,0.3402,MODERATE,0.224,0.112,0.4564,0.322,5,0,0,0.0,,,T+90min,T+90min,6
879,R-200,12486614582,11187458034,9.33,tertiary,0.3402,MODERATE,0.224,0.112,0.4564,0.322,5,0,0,0.0,,,T+90min,T+90min,6
880,R-201,12486614582,6428811261,4.7,tertiary,0.3402,MODERATE,0.224,0.112,0.4564,0.322,5,0,0,0.0,,,T+90min,T+90min,6
881,R-202,12486614584,12486614582,7.27,tertiary,0.3402,MODERATE,0.224,0.112,0.4564,0.322,5,0,0,0.0,,,T+90min,T+90min,6
882,R-068,10696472349,245666190,28.07,residential,0.3396,MODERATE,0.22,0.106,0.4592,0.3272,5,0,0,0.0,,,T+90min,T+90min,6
883,R-960,245666190,10696472349,28.07,residential,0.3396,MODERATE,0.22,0.106,0.4592,0.3272,5,0,0,0.0,,,T+90min,T+90min,6
884,R-1296,622060802,622060872,141.73,residential,0.3395,MODERATE,0.223,0.112,0.4559,0.3221,5,0,0,0.0,,,T+90min,T+90min,6
885,R-1299,622060872,622060802,141.73,residential,0.3395,MODERATE,0.223,0.112,0.4559,0.3221,5,0,0,0.0,,,T+90min,T+90min,6
886,R-1143,2897024642,2897024644,139.0,tertiary,0.3392,MODERATE,0.219,0.084,0.4593,0.3281,5,0,0,0.0,,,T+90min,T+90min,6
887,R-233,13614337239,13614337241,98.86,residential,0.3388,MODERATE,0.227,0.081,0.4505,0.3145,4,0,0,0.0,,,T+90min,T+90min,6
888,R-236,13614337241,13614337239,98.86,residential,0.3388,MODERATE,0.227,0.081,0.4505,0.3145,4,0,0,0.0,,,T+90min,T+90min,6
889,R-421,13618374654,13618374655,19.09,residential,0.3388,MODERATE,0.214,0.106,0.4636,0.335,5,0,0,0.0,,,T+90min,T+90min,6
890,R-422,13618374655,13618374654,19.09,residential,0.3388,MODERATE,0.214,0.106,0.4636,0.335,5,0,0,0.0,,,T+90min,T+90min,6
891,R-1224,4342420383,2244637026,43.76,residential,0.3387,MODERATE,0.23,0.087,0.4474,0.309,4,0,0,0.0,,,T+90min,T+90min,6
892,R-919,2244637026,4342420383,43.76,residential,0.3387,MODERATE,0.23,0.087,0.4474,0.309,4,0,0,0.0,,,T+90min,T+90min,6
893,R-1157,2897024667,2897024676,9.67,tertiary,0.3387,MODERATE,0.211,0.103,0.4664,0.3394,5,0,0,0.0,,,T+90min,T+90min,6
894,R-176,12350446596,12350446597,7.21,tertiary_link,0.3385,MODERATE,0.213,0.105,0.464,0.336,5,0,0,0.0,,,T+90min,T+90min,6
895,R-178,12350446597,12350446596,7.21,tertiary_link,0.3385,MODERATE,0.213,0.105,0.464,0.336,5,0,0,0.0,,,T+90min,T+90min,6
896,R-947,245665874,6428811261,15.69,tertiary,0.3384,MODERATE,0.224,0.106,0.4529,0.3185,5,0,0,0.0,,,T+90min,T+90min,6
897,R-567,13619457122,13619457123,29.91,residential,0.3381,MODERATE,0.223,0.106,0.4533,0.3195,5,0,0,0.0,,,T+90min,T+90min,6
898,R-569,13619457123,13619457122,29.91,residential,0.3381,MODERATE,0.223,0.106,0.4533,0.3195,5,0,0,0.0,,,T+90min,T+90min,6
899,R-572,13619457125,7366246694,11.46,trunk_link,0.3375,MODERATE,0.218,0.108,0.457,0.3262,5,0,0,0.0,,,T+90min,T+90min,6
900,R-1422,6598052694,13618374655,16.18,residential,0.3375,MODERATE,0.214,0.105,0.461,0.3324,5,0,0,0.0,,,T+90min,T+90min,6
901,R-425,13618374655,6598052694,16.18,residential,0.3375,MODERATE,0.214,0.105,0.461,0.3324,5,0,0,0.0,,,T+90min,T+90min,6
902,R-1272,5911310880,13618374676,18.15,residential,0.3375,MODERATE,0.213,0.106,0.462,0.334,5,0,0,0.0,,,T+90min,T+90min,6
903,R-437,13618374676,5911310880,18.15,residential,0.3375,MODERATE,0.213,0.106,0.462,0.334,5,0,0,0.0,,,T+90min,T+90min,6
904,R-1062,245667958,245668141,125.66,residential,0.3368,MODERATE,0.216,0.097,0.4576,0.3282,5,0,0,0.0,,,T+90min,T+90min,6
905,R-1078,245668141,245667958,125.66,residential,0.3368,MODERATE,0.216,0.097,0.4576,0.3282,5,0,0,0.0,,,T+90min,T+90min,6
906,R-1136,2897024625,2897024642,223.77,tertiary,0.3367,MODERATE,0.202,0.091,0.4715,0.3503,5,0,0,0.0,,,T+90min,T+90min,6
907,R-669,13621901232,12350446596,51.38,tertiary,0.3365,MODERATE,0.213,0.096,0.4599,0.3319,5,0,0,0.0,,,T+90min,T+90min,6
908,R-1045,245667685,623895377,201.78,residential,0.3358,MODERATE,0.223,0.077,0.4486,0.3148,5,0,0,0.0,,,T+90min,T+90min,6
909,R-1300,623895377,245667685,201.78,residential,0.3358,MODERATE,0.223,0.077,0.4486,0.3148,5,0,0,0.0,,,T+90min,T+90min,6
910,R-1243,476480258,245666448,333.56,tertiary,0.3353,MODERATE,0.217,0.068,0.4536,0.3234,5,0,0,0.0,,,T+90min,T+90min,6
911,R-999,245666448,476480258,333.56,tertiary,0.3353,MODERATE,0.217,0.068,0.4536,0.3234,5,0,0,0.0,,,T+90min,T+90min,6
912,R-1336,6428792684,6428793085,22.47,residential,0.3353,MODERATE,0.206,0.093,0.4646,0.341,5,0,0,0.0,,,T+90min,T+90min,6
913,R-1339,6428793085,6428792684,22.47,residential,0.3353,MODERATE,0.206,0.093,0.4646,0.341,5,0,0,0.0,,,T+90min,T+90min,6
914,R-1213,3641869342,245665874,23.74,tertiary,0.3352,MODERATE,0.22,0.106,0.4504,0.3184,5,0,0,0.0,,,T+90min,T+90min,6
915,R-946,245665874,3641869342,23.74,tertiary,0.3352,MODERATE,0.22,0.106,0.4504,0.3184,5,0,0,0.0,,,T+90min,T+90min,6
916,R-1389,6554236425,6554236455,163.01,residential,0.3345,MODERATE,0.225,0.091,0.444,0.309,4,0,0,0.0,,,T+90min,T+90min,6
917,R-1408,6554236455,6554236425,163.01,residential,0.3345,MODERATE,0.225,0.091,0.444,0.309,4,0,0,0.0,,,T+90min,T+90min,6
918,R-157,12311766936,2897024667,12.64,tertiary,0.3341,MODERATE,0.208,0.101,0.4602,0.3352,5,0,0,0.0,,,T+90min,T+90min,6
919,R-055,10696472307,13638535675,33.56,residential,0.334,MODERATE,0.223,0.091,0.445,0.3112,4,0,0,0.0,,,T+90min,T+90min,6
920,R-793,13638535675,10696472307,33.56,residential,0.334,MODERATE,0.223,0.091,0.445,0.3112,4,0,0,0.0,,,T+90min,T+90min,6
921,R-1254,5424387232,6490861784,150.46,residential,0.3338,MODERATE,0.213,0.086,0.4546,0.3266,5,0,0,0.0,,,T+90min,T+90min,6
922,R-1359,6490861784,5424387232,150.46,residential,0.3338,MODERATE,0.213,0.086,0.4546,0.3266,5,0,0,0.0,,,T+90min,T+90min,6
923,R-570,13619457123,13619457125,11.12,residential,0.3337,MODERATE,0.218,0.105,0.4494,0.3186,5,0,0,0.0,,,T+90min,T+90min,6
924,R-571,13619457125,13619457123,11.12,residential,0.3337,MODERATE,0.218,0.105,0.4494,0.3186,5,0,0,0.0,,,T+90min,T+90min,6
925,R-1253,5424387232,6490861784,90.96,residential,0.3335,MODERATE,0.213,0.084,0.454,0.326,5,0,0,0.0,,,T+90min,T+90min,6
926,R-1358,6490861784,5424387232,90.96,residential,0.3335,MODERATE,0.213,0.084,0.454,0.326,5,0,0,0.0,,,T+90min,T+90min,6
927,R-963,245666190,245666260,65.45,residential,0.3331,MODERATE,0.216,0.092,0.4502,0.3208,5,0,0,0.0,,,T+90min,T+90min,6
928,R-972,245666260,245666190,65.45,residential,0.3331,MODERATE,0.216,0.092,0.4502,0.3208,5,0,0,0.0,,,T+90min,T+90min,6
929,R-369,13617327487,13617327487,99.62,residential,0.3329,MODERATE,0.215,0.1,0.4508,0.322,5,0,0,0.0,,,T+90min,T+90min,6
930,R-370,13617327487,13617327487,99.62,residential,0.3329,MODERATE,0.215,0.1,0.4508,0.322,5,0,0,0.0,,,T+90min,T+90min,6
931,R-1050,245667764,2244637013,7.33,residential,0.3325,MODERATE,0.211,0.106,0.454,0.3276,5,0,0,0.0,,,T+90min,T+90min,6
932,R-912,2244637013,245667764,7.33,residential,0.3325,MODERATE,0.211,0.106,0.454,0.3276,5,0,0,0.0,,,T+90min,T+90min,6
933,R-1411,6554271024,2244637013,71.18,residential,0.3321,MODERATE,0.212,0.099,0.4522,0.3252,5,0,0,0.0,,,T+90min,T+90min,6
934,R-913,2244637013,6554271024,71.18,residential,0.3321,MODERATE,0.212,0.099,0.4522,0.3252,5,0,0,0.0,,,T+90min,T+90min,6
935,R-864,13798244194,10245790327,10.55,residential,0.3312,MODERATE,0.214,0.101,0.4485,0.3199,5,0,0,0.0,,,T+90min,T+90min,6
936,R-1031,245667361,245667423,226.08,trunk,0.3307,MODERATE,0.226,0.073,0.4353,0.2995,3,0,0,0.0,,,T+90min,T+90min,6
937,R-1248,476488948,245666078,194.93,tertiary,0.33,MODERATE,0.217,0.082,0.443,0.3126,4,0,0,0.0,,,T+90min,T+90min,6
938,R-650,13621749595,13621749599,6.5,residential,0.33,MODERATE,0.215,0.108,0.445,0.3162,5,0,0,0.0,,,T+90min,T+90min,6
939,R-654,13621749599,13621749595,6.5,residential,0.33,MODERATE,0.215,0.108,0.445,0.3162,5,0,0,0.0,,,T+90min,T+90min,6
940,R-1048,245667730,2244637013,33.76,residential,0.33,MODERATE,0.211,0.097,0.4491,0.3227,5,0,0,0.0,,,T+90min,T+90min,6
941,R-911,2244637013,245667730,33.76,residential,0.33,MODERATE,0.211,0.097,0.4491,0.3227,5,0,0,0.0,,,T+90min,T+90min,6
942,R-865,13798244194,13798244195,31.94,residential,0.3298,MODERATE,0.214,0.104,0.4455,0.3169,5,0,0,0.0,,,T+90min,T+90min,6
943,R-866,13798244195,13798244194,31.94,residential,0.3298,MODERATE,0.214,0.104,0.4455,0.3169,5,0,0,0.0,,,T+90min,T+90min,6
944,R-500,13619318854,245666191,61.43,residential,0.3297,MODERATE,0.216,0.093,0.4433,0.3139,5,0,0,0.0,,,T+90min,T+90min,6
945,R-965,245666191,13619318854,61.43,residential,0.3297,MODERATE,0.216,0.093,0.4433,0.3139,5,0,0,0.0,,,T+90min,T+90min,6
946,R-179,12350446597,13621901233,51.22,tertiary,0.3289,MODERATE,0.208,0.094,0.4497,0.3251,5,0,0,0.0,,,T+90min,T+90min,6
947,R-1380,6491091372,6554206834,78.03,residential,0.3288,MODERATE,0.213,0.099,0.4446,0.3168,5,0,0,0.0,,,T+90min,T+90min,6
948,R-1387,6554206834,6491091372,78.03,residential,0.3288,MODERATE,0.213,0.099,0.4446,0.3168,5,0,0,0.0,,,T+90min,T+90min,6
949,R-988,245666371,245666141,219.36,tertiary,0.3287,MODERATE,0.202,0.093,0.4553,0.3341,5,0,0,0.0,,,T+90min,T+90min,6
950,R-566,13619457121,13619457123,47.22,residential,0.3285,MODERATE,0.216,0.1,0.441,0.3112,4,0,0,0.0,,,T+90min,T+90min,6
951,R-568,13619457123,13619457121,47.22,residential,0.3285,MODERATE,0.216,0.1,0.441,0.3112,4,0,0,0.0,,,T+90min,T+90min,6
952,R-955,245666078,2897024594,8.02,tertiary,0.3277,MODERATE,0.208,0.104,0.4474,0.323,5,0,0,0.0,,,T+90min,T+90min,6
953,R-1447,7366246694,2897024870,26.56,trunk_link,0.3276,MODERATE,0.213,0.099,0.4421,0.3143,5,0,0,0.0,,,T+90min,T+90min,6
954,R-206,13093786757,12334925204,88.97,trunk,0.3274,MODERATE,0.206,0.097,0.4488,0.3252,5,0,0,0.0,,,T+90min,T+90min,6
955,R-1227,4342420489,6598052694,44.3,residential,0.3265,MODERATE,0.207,0.1,0.4461,0.3221,5,0,0,0.0,,,T+90min,T+90min,6
956,R-1423,6598052694,4342420489,44.3,residential,0.3265,MODERATE,0.207,0.1,0.4461,0.3221,5,0,0,0.0,,,T+90min,T+90min,6
957,R-1166,2897024687,631525434,8.19,tertiary,0.3239,MODERATE,0.204,0.099,0.4438,0.3216,5,0,0,0.0,,,T+90min,T+90min,6
958,R-1321,631525434,2897024687,8.19,tertiary,0.3239,MODERATE,0.204,0.099,0.4438,0.3216,5,0,0,0.0,,,T+90min,T+90min,6
959,R-1167,2897024687,9469495781,44.22,tertiary,0.3235,MODERATE,0.204,0.095,0.4431,0.3209,5,0,0,0.0,,,T+90min,T+90min,6
960,R-366,13617327485,13617327487,13.04,residential,0.3235,MODERATE,0.204,0.1,0.443,0.3206,5,0,0,0.0,,,T+90min,T+90min,6
961,R-368,13617327487,13617327485,13.04,residential,0.3235,MODERATE,0.204,0.1,0.443,0.3206,5,0,0,0.0,,,T+90min,T+90min,6
962,R-1022,245666882,2897024710,8.15,tertiary,0.3234,MODERATE,0.203,0.102,0.4438,0.3222,5,0,0,0.0,,,T+90min,T+90min,6
963,R-1171,2897024710,245666882,8.15,tertiary,0.3234,MODERATE,0.203,0.102,0.4438,0.3222,5,0,0,0.0,,,T+90min,T+90min,6
964,R-1081,245668185,1375251567,40.24,residential,0.322,MODERATE,0.206,0.097,0.4379,0.3143,5,0,0,0.0,,,T+90min,T+90min,6
965,R-845,1375251567,245668185,40.24,residential,0.322,MODERATE,0.206,0.097,0.4379,0.3143,5,0,0,0.0,,,T+90min,T+90min,6
966,R-018,10245790331,13798244195,9.33,residential,0.3216,MODERATE,0.209,0.104,0.4342,0.3088,4,0,0,0.0,,,T+90min,T+90min,6
967,R-284,13616287395,2897024710,60.06,tertiary,0.3214,MODERATE,0.203,0.093,0.4398,0.3182,5,0,0,0.0,,,T+90min,T+90min,6
968,R-152,12079741513,2897024615,17.64,secondary,0.3214,MODERATE,0.182,0.09,0.4608,0.3516,5,0,0,0.0,,,T+90min,T+90min,6
969,R-876,13798296286,10245790327,5.22,trunk,0.3208,MODERATE,0.204,0.099,0.4376,0.3152,5,0,0,0.0,,,T+90min,T+90min,6
970,R-016,10245790327,10245790331,31.71,trunk,0.3206,MODERATE,0.206,0.1,0.4353,0.3117,5,0,0,0.0,,,T+90min,T+90min,6
971,R-1046,245667685,6428793085,38.34,residential,0.3206,MODERATE,0.206,0.086,0.4352,0.3116,5,0,0,0.0,,,T+90min,T+90min,6
972,R-1338,6428793085,245667685,38.34,residential,0.3206,MODERATE,0.206,0.086,0.4352,0.3116,5,0,0,0.0,,,T+90min,T+90min,6
973,R-956,245666141,2897024627,11.81,tertiary,0.3204,MODERATE,0.203,0.098,0.4378,0.3162,5,0,0,0.0,,,T+90min,T+90min,6
974,R-877,13798296286,13798296288,7.22,residential,0.3202,MODERATE,0.204,0.102,0.4364,0.314,5,0,0,0.0,,,T+90min,T+90min,6
975,R-879,13798296288,13798296286,7.22,residential,0.3202,MODERATE,0.204,0.102,0.4364,0.314,5,0,0,0.0,,,T+90min,T+90min,6
976,R-065,10696472349,10696472350,66.34,residential,0.32,MODERATE,0.206,0.091,0.434,0.3104,5,0,0,0.0,,,T+90min,T+90min,6
977,R-069,10696472350,10696472349,66.34,residential,0.32,MODERATE,0.206,0.091,0.434,0.3104,5,0,0,0.0,,,T+90min,T+90min,6
978,R-1023,245666882,2897024713,60.67,tertiary,0.3199,MODERATE,0.203,0.09,0.4368,0.3152,5,0,0,0.0,,,T+90min,T+90min,6
979,R-265,13615156516,13615156517,13.96,tertiary_link,0.3195,MODERATE,0.205,0.102,0.4341,0.3111,5,0,0,0.0,,,T+90min,T+90min,6
980,R-266,13615156517,13615156516,13.96,tertiary_link,0.3195,MODERATE,0.205,0.102,0.4341,0.3111,5,0,0,0.0,,,T+90min,T+90min,6
981,R-056,10696472307,245666323,69.45,residential,0.3189,MODERATE,0.204,0.092,0.4338,0.3114,5,0,0,0.0,,,T+90min,T+90min,6
982,R-976,245666323,10696472307,69.45,residential,0.3189,MODERATE,0.204,0.092,0.4338,0.3114,5,0,0,0.0,,,T+90min,T+90min,6
983,R-1132,2897024615,296857806,8.19,primary,0.3186,MODERATE,0.182,0.091,0.4552,0.346,5,0,0,0.0,,,T+90min,T+90min,6
984,R-1446,7366246694,13618347449,174.97,residential,0.3185,MODERATE,0.213,0.079,0.424,0.2962,3,0,0,0.0,,,T+90min,T+90min,6
985,R-420,13618347449,7366246694,174.97,residential,0.3185,MODERATE,0.213,0.079,0.424,0.2962,3,0,0,0.0,,,T+90min,T+90min,6
986,R-1140,2897024636,2897024667,203.56,tertiary,0.318,MODERATE,0.202,0.083,0.434,0.3128,5,0,0,0.0,,,T+90min,T+90min,6
987,R-1139,2897024628,2897024615,47.23,primary,0.3179,MODERATE,0.182,0.085,0.4537,0.3445,5,0,0,0.0,,,T+90min,T+90min,6
988,R-1137,2897024627,2897024623,10.97,secondary,0.3177,MODERATE,0.203,0.095,0.4324,0.3108,5,0,0,0.0,,,T+90min,T+90min,6
989,R-1000,245666448,476480287,301.33,secondary,0.3168,MODERATE,0.194,0.068,0.4396,0.3232,5,0,0,0.0,,,T+90min,T+90min,6
990,R-1208,296857806,2897024614,18.07,secondary,0.3167,MODERATE,0.182,0.09,0.4514,0.3422,5,0,0,0.0,,,T+90min,T+90min,6
991,R-158,12311766936,476488948,198.12,tertiary,0.3165,MODERATE,0.199,0.086,0.434,0.315,5,0,0,0.0,,,T+90min,T+90min,6
992,R-1131,2897024615,2897024611,41.55,secondary,0.3161,MODERATE,0.182,0.089,0.4501,0.3409,5,0,0,0.0,,,T+90min,T+90min,6
993,R-1311,631507969,2897024696,35.9,secondary,0.3157,MODERATE,0.195,0.096,0.4364,0.3192,5,0,0,0.0,,,T+90min,T+90min,6
994,R-636,13621749580,13621749581,12.68,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
995,R-637,13621749581,13621749580,12.68,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
996,R-638,13621749581,13621749583,2.65,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
997,R-640,13621749583,13621749581,2.65,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
998,R-641,13621749583,13621749584,13.09,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
999,R-642,13621749583,13621749587,2.96,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
1000,R-643,13621749584,13621749583,13.09,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
1001,R-645,13621749587,13621749583,2.96,residential,0.3156,MODERATE,0.203,0.102,0.4282,0.3066,4,0,0,0.0,,,T+90min,T+90min,6
1002,R-644,13621749585,13621749587,12.85,residential,0.3153,MODERATE,0.203,0.101,0.4277,0.3061,4,0,0,0.0,,,T+90min,T+90min,6
1003,R-646,13621749587,13621749585,12.85,residential,0.3153,MODERATE,0.203,0.101,0.4277,0.3061,4,0,0,0.0,,,T+90min,T+90min,6
1004,R-1138,2897024628,2897024611,68.06,primary_link,0.3149,MODERATE,0.182,0.085,0.4478,0.3384,5,0,0,0.0,,,T+90min,T+90min,6
1005,R-647,13621749587,13621749595,33.6,residential,0.3145,MODERATE,0.203,0.101,0.426,0.3044,4,0,0,0.0,,,T+90min,T+90min,6
1006,R-648,13621749595,13621749587,33.6,residential,0.3145,MODERATE,0.203,0.101,0.426,0.3044,4,0,0,0.0,,,T+90min,T+90min,6
1007,R-070,10696472350,13638535683,64.98,residential,0.3136,MODERATE,0.198,0.094,0.4291,0.3099,5,0,0,0.0,,,T+90min,T+90min,6
1008,R-804,13638535683,10696472350,64.98,residential,0.3136,MODERATE,0.198,0.094,0.4291,0.3099,5,0,0,0.0,,,T+90min,T+90min,6
1009,R-1128,2897024609,296857806,46.19,secondary,0.3123,MODERATE,0.182,0.088,0.4426,0.3334,5,0,0,0.0,,,T+90min,T+90min,6
1010,R-147,11271580571,10091403659,6.71,primary,0.3117,MODERATE,0.188,0.094,0.4354,0.3226,5,0,0,0.0,,,T+90min,T+90min,6
1011,R-679,13622308163,13622308171,53.68,tertiary,0.3112,MODERATE,0.201,0.1,0.4213,0.3005,4,0,0,0.0,,,T+90min,T+90min,6
1012,R-684,13622308171,13622308163,53.68,tertiary,0.3112,MODERATE,0.201,0.1,0.4213,0.3005,4,0,0,0.0,,,T+90min,T+90min,6
1013,R-1034,245667423,2804481652,36.04,residential,0.3112,MODERATE,0.193,0.093,0.4294,0.3134,5,0,0,0.0,,,T+90min,T+90min,6
1014,R-1104,2804481652,245667423,36.04,residential,0.3112,MODERATE,0.193,0.093,0.4294,0.3134,5,0,0,0.0,,,T+90min,T+90min,6
1015,R-1498,9469495782,2897024696,8.32,secondary,0.3107,MODERATE,0.189,0.095,0.4324,0.3192,5,0,0,0.0,,,T+90min,T+90min,6
1016,R-1497,9469495781,9469495782,7.89,secondary,0.3104,MODERATE,0.189,0.093,0.4317,0.3185,5,0,0,0.0,,,T+90min,T+90min,6
1017,R-1130,2897024614,12079741513,6.96,primary,0.3103,MODERATE,0.176,0.088,0.4447,0.3389,5,0,0,0.0,,,T+90min,T+90min,6
1018,R-268,13615156518,13615156516,70.36,tertiary,0.31,MODERATE,0.205,0.075,0.4151,0.2921,3,0,0,0.0,,,T+90min,T+90min,6
1019,R-234,13614337239,13614337242,79.05,residential,0.3096,MODERATE,0.205,0.073,0.4143,0.2913,3,0,0,0.0,,,T+90min,T+90min,6
1020,R-239,13614337242,13614337239,79.05,residential,0.3096,MODERATE,0.205,0.073,0.4143,0.2913,3,0,0,0.0,,,T+90min,T+90min,6
1021,R-1170,2897024696,12084454212,7.67,secondary,0.3094,MODERATE,0.189,0.094,0.4298,0.3166,5,0,0,0.0,,,T+90min,T+90min,6
1022,R-155,12084454212,9469495781,9.2,secondary,0.3094,MODERATE,0.189,0.093,0.4298,0.3166,5,0,0,0.0,,,T+90min,T+90min,6
1023,R-1203,296853790,11271580571,23.73,primary,0.3092,MODERATE,0.188,0.093,0.4305,0.3177,5,0,0,0.0,,,T+90min,T+90min,6
1024,R-1217,3743617940,13503191895,12.31,residential,0.309,MODERATE,0.191,0.093,0.427,0.3126,5,0,0,0.0,,,T+90min,T+90min,6
1025,R-228,13503191895,3743617940,12.31,residential,0.309,MODERATE,0.191,0.093,0.427,0.3126,5,0,0,0.0,,,T+90min,T+90min,6
1026,R-267,13615156517,13615156519,71.54,tertiary,0.3088,MODERATE,0.205,0.075,0.4126,0.2896,3,0,0,0.0,,,T+90min,T+90min,6
1027,R-1174,2897024711,631507969,7.99,tertiary,0.3087,MODERATE,0.193,0.095,0.4244,0.3088,5,0,0,0.0,,,T+90min,T+90min,6
1028,R-1312,631507969,2897024711,7.99,tertiary,0.3087,MODERATE,0.193,0.095,0.4244,0.3088,5,0,0,0.0,,,T+90min,T+90min,6
1029,R-009,10091403659,296853793,74.13,primary,0.3086,MODERATE,0.19,0.085,0.4272,0.313,5,0,0,0.0,,,T+90min,T+90min,6
1030,R-154,12084454212,631525434,42.28,tertiary,0.3083,MODERATE,0.191,0.092,0.4257,0.3109,5,0,0,0.0,,,T+90min,T+90min,6
1031,R-211,13408237102,13408237103,70.39,residential,0.3081,MODERATE,0.228,0.048,0.3881,0.2513,3,0,0,0.0,,,T+90min,T+90min,6
1032,R-214,13408237103,13408237102,70.39,residential,0.3081,MODERATE,0.228,0.048,0.3881,0.2513,3,0,0,0.0,,,T+90min,T+90min,6
1033,R-1499,9469495782,2897024711,35.43,secondary,0.3077,MODERATE,0.189,0.094,0.4265,0.3133,5,0,0,0.0,,,T+90min,T+90min,6
1034,R-1044,245667685,1934627523,78.23,residential,0.3067,MODERATE,0.202,0.088,0.4114,0.2902,3,0,0,0.0,,,T+90min,T+90min,6
1035,R-900,1934627523,245667685,78.23,residential,0.3067,MODERATE,0.202,0.088,0.4114,0.2902,3,0,0,0.0,,,T+90min,T+90min,6
1036,R-061,10696472309,13638535652,3.19,residential,0.3066,MODERATE,0.198,0.099,0.4153,0.2961,4,0,0,0.0,,,T+90min,T+90min,6
1037,R-776,13638535652,10696472309,3.19,residential,0.3066,MODERATE,0.198,0.099,0.4153,0.2961,4,0,0,0.0,,,T+90min,T+90min,6
1038,R-1309,631507968,10292442915,205.53,secondary,0.3066,MODERATE,0.181,0.072,0.4322,0.3238,5,0,0,0.0,,,T+90min,T+90min,6
1039,R-030,10279771627,10279771631,54.54,primary_link,0.3043,MODERATE,0.2,0.083,0.4087,0.2887,3,0,0,0.0,,,T+90min,T+90min,6
1040,R-273,13615156523,2897024625,234.8,secondary,0.3043,MODERATE,0.196,0.072,0.4126,0.295,4,0,0,0.0,,,T+90min,T+90min,6
1041,R-1207,296857806,2897024601,36.97,primary,0.304,MODERATE,0.182,0.084,0.4259,0.3167,5,0,0,0.0,,,T+90min,T+90min,6
1042,R-031,10279771627,245666966,35.27,primary,0.3023,MODERATE,0.2,0.079,0.4046,0.2846,3,0,0,0.0,,,T+90min,T+90min,6
1043,R-032,10279771631,631507969,76.02,secondary,0.3022,MODERATE,0.193,0.087,0.4113,0.2957,4,0,0,0.0,,,T+90min,T+90min,6
