road_id,source,target,length_m,road_class,road_name,lanes,width_m,maxspeed_kmh,oneway,grid_cell_count,mean_elevation_m,min_elevation_m,max_elevation_m,elevation_range_m,elevation_gradient,mean_imperviousness,mean_infiltration_mm_hr,mean_flow_accumulation,max_flow_accumulation,mean_flow_direction,mean_twi,mean_slope_deg
R-532,13619374593,13619374597,15.61,residential,,2,6.0,30,False,3,4.01,4.0,4.02,0.02,0.0013,0.758,2.42,12.62,14.77,26.67,9.605,1.4
R-533,13619374596,13619374593,37.21,residential,,2,6.0,30,False,5,4.12,4.02,4.24,0.22,0.0059,0.757,2.43,15.23,23.74,38.4,9.423,1.99
R-534,13619374597,13619374593,15.61,residential,,2,6.0,30,False,3,4.01,4.0,4.02,0.02,0.0013,0.758,2.42,12.62,14.77,26.67,9.605,1.4
R-535,13619396529,11046194845,29.14,residential,Siddharth Nagar Road,2,6.0,30,False,2,0.59,0.59,0.59,0.0,0.0,0.79,2.1,4.82,4.82,32.0,8.168,
R-536,13619396529,13619396536,36.49,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-537,13619396529,9171835705,19.0,residential,Siddharth Nagar Road,2,6.0,30,False,0,,,,,,,,,,,,
R-538,13619396536,10840042416,18.54,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-539,13619396536,13619396529,36.49,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-540,13619396536,9171835705,17.29,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-541,13619400539,245668039,29.34,secondary_link,,1,7.0,30,True,4,2.06,2.0,2.13,0.13,0.0044,0.776,2.24,10.58,13.95,2.0,9.858,1.06
R-542,13619400539,7404711447,26.99,secondary,Vidya Nagari Marg,2,10.0,40,True,4,2.01,2.0,2.04,0.04,0.0015,0.777,2.23,8.56,10.47,18.0,9.504,1.21
R-543,13619401780,13619401781,15.74,residential,,2,6.0,30,False,2,27.96,27.82,28.1,0.28,0.0178,0.532,4.68,1.0,1.0,34.0,5.115,11.5
R-544,13619401780,6554271017,12.32,residential,,2,6.0,30,False,2,29.77,28.1,31.43,3.33,0.2703,0.516,4.85,1.0,1.0,4.0,5.104,11.32
R-545,13619401780,6554271024,82.48,residential,,2,6.0,30,False,10,16.07,6.6,28.1,21.5,0.2607,0.644,3.56,2.92,5.69,4.8,5.788,12.22
R-546,13619401781,13619401780,15.74,residential,,2,6.0,30,False,2,27.96,27.82,28.1,0.28,0.0178,0.532,4.68,1.0,1.0,34.0,5.115,11.5
R-547,13619401781,13619401781,164.97,residential,,2,6.0,30,False,18,22.52,15.61,30.4,14.79,0.0897,0.584,4.16,1.06,1.44,30.67,5.207,10.84
R-548,13619401781,13619401781,164.97,residential,,2,6.0,30,False,18,22.52,15.61,30.4,14.79,0.0897,0.584,4.16,1.06,1.44,30.67,5.207,10.84
R-549,13619403785,13619403794,32.31,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-550,13619403785,13619678849,18.09,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-551,13619403785,245668197,22.99,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-552,13619403787,13619433317,3.94,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-553,13619403787,13619678849,2.55,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-554,13619403787,245668286,71.42,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-555,13619403788,13619403789,21.13,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-556,13619403788,245668197,28.94,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-557,13619403788,245668324,104.46,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-558,13619403789,13619403788,21.13,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-559,13619403794,13619403785,32.31,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-560,13619412997,10925941300,44.77,residential,,2,6.0,30,False,6,4.31,3.63,5.35,1.72,0.0384,0.755,2.45,1.43,2.06,44.0,7.055,2.21
R-561,13619412997,13619412997,128.29,residential,,2,6.0,30,False,14,4.37,3.12,5.72,2.6,0.0203,0.754,2.46,2.03,3.85,100.79,7.265,2.31
R-562,13619412997,13619412997,128.29,residential,,2,6.0,30,False,14,4.37,3.12,5.72,2.6,0.0203,0.754,2.46,2.03,3.85,100.79,7.265,2.31
R-563,13619433317,13619403787,3.94,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-564,13619433317,13619433317,140.77,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-565,13619433317,13619433317,140.77,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-566,13619457121,13619457123,47.22,residential,,2,6.0,30,False,5,7.15,6.36,8.0,1.64,0.0347,0.728,2.72,1.17,1.3,102.4,6.33,4.78
R-567,13619457122,13619457123,29.91,residential,,2,6.0,30,False,4,6.51,6.02,7.01,0.99,0.0331,0.734,2.66,1.04,1.16,96.0,6.288,4.45
R-568,13619457123,13619457121,47.22,residential,,2,6.0,30,False,5,7.15,6.36,8.0,1.64,0.0347,0.728,2.72,1.17,1.3,102.4,6.33,4.78
R-569,13619457123,13619457122,29.91,residential,,2,6.0,30,False,4,6.51,6.02,7.01,0.99,0.0331,0.734,2.66,1.04,1.16,96.0,6.288,4.45
R-570,13619457123,13619457125,11.12,residential,,2,6.0,30,False,2,6.63,6.25,7.01,0.76,0.0683,0.733,2.67,2.03,2.9,128.0,6.484,5.76
R-571,13619457125,13619457123,11.12,residential,,2,6.0,30,False,2,6.63,6.25,7.01,0.76,0.0683,0.733,2.67,2.03,2.9,128.0,6.484,5.76
R-572,13619457125,7366246694,11.46,trunk_link,,1,8.0,40,True,2,6.36,6.25,6.47,0.22,0.0192,0.736,2.64,3.58,4.27,128.0,6.751,6.42
R-573,13619463498,9445072347,9.05,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-574,13619485519,10925931740,10.53,residential,,2,6.0,30,False,3,4.78,4.62,5.05,0.43,0.0408,0.75,2.5,1.27,1.49,1.0,6.688,2.43
R-575,13619485519,10925931740,103.44,residential,,2,6.0,30,False,11,4.76,3.78,5.72,1.94,0.0188,0.751,2.49,1.77,3.2,58.64,7.02,2.46
R-576,13619485519,13619485526,7.17,residential,,2,6.0,30,False,2,4.84,4.68,5.01,0.33,0.046,0.75,2.5,1.02,1.03,1.0,6.532,2.41
R-577,13619485526,10925931739,8.68,residential,,2,6.0,30,False,2,4.84,4.67,5.01,0.34,0.0392,0.75,2.5,1.2,1.36,1.0,6.573,2.65
R-578,13619485526,10925931740,12.82,residential,,2,6.0,30,False,2,5.03,5.01,5.05,0.04,0.0031,0.748,2.52,1.17,1.3,1.0,6.591,2.59
R-579,13619485526,13619485519,7.17,residential,,2,6.0,30,False,2,4.84,4.68,5.01,0.33,0.046,0.75,2.5,1.02,1.03,1.0,6.532,2.41
R-580,13619491182,13619491183,59.67,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-581,13619491182,13619500839,0.85,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-582,13619491182,9171835708,24.98,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-583,13619491183,13619491182,59.67,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-584,13619491183,13619500841,11.05,residential,,2,6.0,30,True,0,,,,,,,,,,,,
R-585,13619491183,9171835708,84.09,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-586,13619491193,13619500813,22.86,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-587,13619491193,9171835708,36.45,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-588,13619491193,9171835708,99.37,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-589,13619500809,13619500813,28.95,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-590,13619500809,13619500813,96.19,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-591,13619500809,13619500813,122.89,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-592,13619500813,13619491193,22.86,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-593,13619500813,13619500809,28.95,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-594,13619500813,13619500809,96.19,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-595,13619500813,13619500809,122.89,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-596,13619500839,13619491182,0.85,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-597,13619500841,10925943006,47.23,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-598,13619500841,245668374,60.13,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-599,13619507487,13601073293,103.13,residential,,2,6.0,30,False,12,0.82,0.09,1.53,1.44,0.014,0.788,2.12,14.22,28.85,1.17,8.707,1.35
R-600,13619515794,13619515794,103.82,residential,,2,6.0,30,False,11,5.07,3.92,5.86,1.94,0.0187,0.748,2.52,2.89,14.57,9.18,6.851,2.46
R-601,13619515794,13619515794,103.82,residential,,2,6.0,30,False,11,5.07,3.92,5.86,1.94,0.0187,0.748,2.52,2.89,14.57,9.18,6.851,2.46
R-602,13619515794,7384246086,5.6,residential,,2,6.0,30,False,2,3.99,3.91,4.07,0.16,0.0286,0.758,2.42,2.88,4.75,16.0,6.556,3.25
R-603,13619536860,13618399201,52.8,residential,,2,6.0,30,False,7,0.33,0.05,0.65,0.6,0.0114,0.792,2.08,104.64,187.93,6.29,9.931,2.1
R-604,13619536860,13619536866,18.21,residential,,2,6.0,30,False,3,0.55,0.33,0.68,0.35,0.0192,0.79,2.1,4.23,9.38,2.67,7.733,2.94
R-605,13619536866,13619536860,18.21,residential,,2,6.0,30,False,3,0.55,0.33,0.68,0.35,0.0192,0.79,2.1,4.23,9.38,2.67,7.733,2.94
R-606,13619536866,13619536860,78.51,residential,,2,6.0,30,True,10,-0.15,-0.83,0.68,1.51,0.0192,0.797,2.03,94.22,196.68,3.0,9.759,2.32
R-607,13619536866,622039341,12.47,residential,,2,6.0,30,False,2,1.02,0.68,1.36,0.68,0.0545,0.786,2.14,7.26,9.38,3.0,7.986,3.58
R-608,13619539391,13619539396,14.57,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-609,13619539391,13619539396,47.37,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-610,13619539391,13622435420,16.31,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-611,13619539396,13619539391,14.57,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-612,13619539396,13619539391,47.37,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-613,13619539396,2244797706,35.28,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-614,13619570121,13619570121,191.6,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-615,13619570121,13619570121,191.6,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-616,13619570121,2244797706,14.73,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-617,13619604480,13622528188,6.51,residential,,2,6.0,30,False,1,2.27,2.27,2.27,0.0,0.0,0.774,2.26,4.46,4.46,1.0,9.706,
R-618,13619604480,13622528191,1.56,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-619,13619604480,9914206292,28.2,residential,,2,6.0,30,False,2,2.48,2.14,2.82,0.68,0.0241,0.772,2.28,4.04,4.72,1.0,9.371,
R-620,13619678849,13619403785,18.09,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-621,13619678849,13619403787,2.55,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-622,13619678849,13619678859,83.26,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-623,13619678859,13619678849,83.26,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-624,13619678859,13622445020,12.85,residential,Siddharth Nagar Road,2,6.0,30,False,0,,,,,,,,,,,,
R-625,13619678859,9171835705,53.15,residential,Siddharth Nagar Road,2,6.0,30,False,0,,,,,,,,,,,,
R-626,13619939784,2897024523,18.49,secondary,Avenue 3,2,10.0,40,True,3,10.22,9.67,10.66,0.99,0.0535,0.699,3.01,1.69,2.01,16.0,7.002,2.79
R-627,13619939784,2897024614,230.93,primary,Bandra Kurla Complex Road,3,14.0,50,True,28,9.98,8.33,11.83,3.5,0.0152,0.702,2.98,4.25,14.29,29.0,7.514,2.64
R-628,13620657537,245666801,134.61,residential,,2,6.0,30,False,15,0.37,-0.26,1.02,1.28,0.0095,0.792,2.08,298.59,582.11,25.6,9.433,2.24
R-629,13620896407,13619368471,93.24,residential,,2,6.0,30,False,12,1.76,0.87,2.85,1.98,0.0212,0.779,2.21,49.3,139.2,11.33,9.721,1.76
R-630,13620896407,13619368472,24.35,residential,,2,6.0,30,False,5,1.15,0.77,1.88,1.11,0.0456,0.785,2.15,2.68,5.19,14.4,8.31,2.31
R-631,13620896407,13619368475,8.53,residential,,2,6.0,30,False,2,1.53,1.18,1.88,0.7,0.0821,0.781,2.19,1.0,1.0,16.0,9.46,2.25
R-632,13620903019,13622445031,7.81,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-633,13620903019,13622445936,24.83,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-634,13620903019,13622450251,38.98,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-635,13620903026,13622450256,3.89,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-636,13621749580,13621749581,12.68,residential,,2,6.0,30,False,2,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-637,13621749581,13621749580,12.68,residential,,2,6.0,30,False,2,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-638,13621749581,13621749583,2.65,residential,,2,6.0,30,False,1,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-639,13621749581,245668277,25.79,residential,,2,6.0,30,False,4,6.4,5.79,6.95,1.16,0.045,0.735,2.65,1.18,1.7,33.0,7.112,
R-640,13621749583,13621749581,2.65,residential,,2,6.0,30,False,1,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-641,13621749583,13621749584,13.09,residential,,2,6.0,30,False,2,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-642,13621749583,13621749587,2.96,residential,,2,6.0,30,False,1,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-643,13621749584,13621749583,13.09,residential,,2,6.0,30,False,2,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-644,13621749585,13621749587,12.85,residential,,2,6.0,30,False,3,6.97,6.95,7.0,0.05,0.0039,0.73,2.7,1.0,1.0,64.0,7.169,
R-645,13621749587,13621749583,2.96,residential,,2,6.0,30,False,1,6.95,6.95,6.95,0.0,0.0,0.73,2.7,1.0,1.0,64.0,7.223,
R-646,13621749587,13621749585,12.85,residential,,2,6.0,30,False,3,6.97,6.95,7.0,0.05,0.0039,0.73,2.7,1.0,1.0,64.0,7.169,
R-647,13621749587,13621749595,33.6,residential,,2,6.0,30,False,4,6.99,6.95,7.0,0.05,0.0015,0.73,2.7,1.0,1.0,64.0,6.947,
R-648,13621749595,13621749587,33.6,residential,,2,6.0,30,False,4,6.99,6.95,7.0,0.05,0.0015,0.73,2.7,1.0,1.0,64.0,6.947,
R-649,13621749595,13621749598,17.1,residential,,2,6.0,30,False,1,5.7,5.7,5.7,0.0,0.0,0.742,2.58,1.0,1.0,128.0,7.609,
R-650,13621749595,13621749599,6.5,residential,,2,6.0,30,False,1,6.38,6.38,6.38,0.0,0.0,0.735,2.65,1.0,1.0,64.0,7.097,
R-651,13621749598,13621749595,17.1,residential,,2,6.0,30,False,1,5.7,5.7,5.7,0.0,0.0,0.742,2.58,1.0,1.0,128.0,7.609,
R-652,13621749598,13621749599,11.9,residential,,2,6.0,30,False,2,6.04,5.7,6.38,0.68,0.0571,0.738,2.62,1.0,1.0,96.0,7.353,
R-653,13621749598,13621749599,84.01,residential,,2,6.0,30,False,9,5.38,4.38,6.38,2.0,0.0238,0.745,2.55,2.84,7.33,85.33,7.911,1.64
R-654,13621749599,13621749595,6.5,residential,,2,6.0,30,False,1,6.38,6.38,6.38,0.0,0.0,0.735,2.65,1.0,1.0,64.0,7.097,
R-655,13621749599,13621749598,11.9,residential,,2,6.0,30,False,2,6.04,5.7,6.38,0.68,0.0571,0.738,2.62,1.0,1.0,96.0,7.353,
R-656,13621749599,13621749598,84.01,residential,,2,6.0,30,False,9,5.38,4.38,6.38,2.0,0.0238,0.745,2.55,2.84,7.33,85.33,7.911,1.64
R-657,13621886865,13621886866,61.16,residential,,2,6.0,30,False,7,4.38,4.01,5.1,1.09,0.0178,0.754,2.46,8.71,14.25,73.14,8.7,1.85
R-658,13621886865,13621886870,28.86,tertiary,Ramakrishna Paramahansa Marg,2,8.0,40,False,3,5.3,5.1,5.64,0.54,0.0187,0.745,2.55,6.12,8.08,32.0,8.009,2.37
R-659,13621886865,6428811270,42.25,tertiary,Ramakrishna Paramahansa Marg,2,8.0,40,False,6,5.28,4.9,6.09,1.19,0.0282,0.746,2.54,2.58,6.04,18.67,7.167,2.04
R-660,13621886866,13621886865,61.16,residential,,2,6.0,30,False,7,4.38,4.01,5.1,1.09,0.0178,0.754,2.46,8.71,14.25,73.14,8.7,1.85
R-661,13621886869,13621886870,36.93,residential,,2,6.0,30,False,7,5.18,4.46,5.81,1.35,0.0366,0.747,2.53,3.06,4.25,52.57,7.517,2.18
R-662,13621886870,13619318854,97.18,tertiary,Ramakrishna Paramahansa Marg,2,8.0,40,False,15,7.35,5.64,8.89,3.25,0.0334,0.726,2.74,1.5,4.25,18.13,6.783,2.51
R-663,13621886870,13621886865,28.86,tertiary,Ramakrishna Paramahansa Marg,2,8.0,40,False,3,5.3,5.1,5.64,0.54,0.0187,0.745,2.55,6.12,8.08,32.0,8.009,2.37
R-664,13621886870,13621886869,36.93,residential,,2,6.0,30,False,7,5.18,4.46,5.81,1.35,0.0366,0.747,2.53,3.06,4.25,52.57,7.517,2.18
R-665,13621901230,13621901231,7.57,tertiary_link,,1,6.0,30,False,2,3.48,3.32,3.64,0.32,0.0423,0.762,2.38,6.62,8.63,3.0,7.654,3.11
R-666,13621901230,6428811268,34.8,tertiary,,2,8.0,40,True,5,2.81,2.44,3.32,0.88,0.0253,0.769,2.31,9.79,11.4,0.8,8.658,1.81
R-667,13621901231,12350446597,54.55,tertiary,,2,8.0,40,True,6,4.94,3.64,6.71,3.07,0.0563,0.749,2.51,4.14,4.62,3.67,7.29,3.57
R-668,13621901231,13621901230,7.57,tertiary_link,,1,6.0,30,False,2,3.48,3.32,3.64,0.32,0.0423,0.762,2.38,6.62,8.63,3.0,7.654,3.11
R-669,13621901232,12350446596,51.38,tertiary,,2,8.0,40,True,6,7.53,6.5,8.0,1.5,0.0292,0.724,2.76,2.09,3.72,2.0,8.009,2.59
R-670,13621901232,13621901233,7.31,tertiary_link,,1,6.0,30,False,2,8.0,8.0,8.0,0.0,0.0,0.72,2.8,1.0,1.0,65.0,8.599,
R-671,13621901233,13621901232,7.31,tertiary_link,,1,6.0,30,False,2,8.0,8.0,8.0,0.0,0.0,0.72,2.8,1.0,1.0,65.0,8.599,
R-672,13622308157,13622308160,36.75,tertiary,,2,8.0,40,False,0,,,,,,,,,,,,
R-673,13622308160,13622308157,36.75,tertiary,,2,8.0,40,False,0,,,,,,,,,,,,
R-674,13622308160,13622308161,36.39,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-675,13622308160,13622308163,93.79,tertiary,,2,8.0,40,False,0,,,,,,,,,,,,
R-676,13622308161,13622308160,36.39,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-677,13622308163,13622308160,93.79,tertiary,,2,8.0,40,False,0,,,,,,,,,,,,
R-678,13622308163,13622308164,43.63,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-679,13622308163,13622308171,53.68,tertiary,,2,8.0,40,False,1,7.07,7.07,7.07,0.0,0.0,0.729,2.71,1.0,1.0,16.0,6.724,
R-680,13622308164,13622308163,43.63,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-681,13622308166,11976374939,65.09,tertiary,,2,8.0,40,False,8,5.25,5.0,6.01,1.01,0.0155,0.746,2.54,18.98,22.42,15.5,9.347,1.74
R-682,13622308166,13622308171,26.02,tertiary,,2,8.0,40,False,4,6.67,6.01,7.07,1.06,0.0407,0.733,2.67,5.88,13.82,20.0,7.273,2.54
R-683,13622308166,13622308171,39.49,residential,,2,6.0,30,False,6,6.25,5.59,7.07,1.48,0.0375,0.737,2.63,8.55,22.34,12.67,7.574,2.15
R-684,13622308171,13622308163,53.68,tertiary,,2,8.0,40,False,1,7.07,7.07,7.07,0.0,0.0,0.729,2.71,1.0,1.0,16.0,6.724,
R-685,13622308171,13622308166,26.02,tertiary,,2,8.0,40,False,4,6.67,6.01,7.07,1.06,0.0407,0.733,2.67,5.88,13.82,20.0,7.273,2.54
R-686,13622308171,13622308166,39.49,residential,,2,6.0,30,False,6,6.25,5.59,7.07,1.48,0.0375,0.737,2.63,8.55,22.34,12.67,7.574,2.15
R-687,13622393246,13622393246,87.86,residential,,2,6.0,30,False,10,5.48,5.01,5.75,0.74,0.0084,0.744,2.56,12.89,23.87,13.8,8.945,1.07
R-688,13622393246,13622393246,87.86,residential,,2,6.0,30,False,10,5.48,5.01,5.75,0.74,0.0084,0.744,2.56,12.9,23.87,13.8,8.945,1.07
R-689,13622393246,5911310878,29.93,residential,,2,6.0,30,False,4,5.31,4.96,5.64,0.68,0.0227,0.745,2.55,14.39,19.73,80.0,8.458,1.59
R-690,13622435420,13619539391,16.31,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-691,13622435420,13622435423,8.32,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-692,13622435420,6489058155,52.42,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-693,13622435423,13622435420,8.32,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-694,13622435423,13622435424,14.06,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-695,13622435423,13622450250,27.16,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-696,13622435424,13622435423,14.06,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-697,13622445020,13619678859,12.85,residential,Siddharth Nagar Road,2,6.0,30,False,0,,,,,,,,,,,,
R-698,13622445020,13622445031,89.79,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-699,13622445020,245668286,9.07,residential,Siddharth Nagar Road,2,6.0,30,False,0,,,,,,,,,,,,
R-700,13622445031,13620903019,7.81,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-701,13622445031,13622445020,89.79,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-702,13622445031,13622445933,3.46,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-703,13622445933,13622445031,3.46,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-704,13622445933,13622445935,31.17,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-705,13622445933,245668286,2.71,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-706,13622445935,13622445933,31.17,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-707,13622445936,13620903019,24.83,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-708,13622445936,13622445937,12.05,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-709,13622445936,6489058155,9.93,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-710,13622445937,13622445936,12.05,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-711,13622450250,13622435423,27.16,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-712,13622450251,13620903019,38.98,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-713,13622450251,13622450256,17.73,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-714,13622450251,13622450256,49.66,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-715,13622450256,13620903026,3.89,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-716,13622450256,13622450251,17.73,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-717,13622450256,13622450251,49.66,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-718,13622492455,11046205759,2.71,residential,,2,6.0,30,False,1,5.47,5.47,5.47,0.0,0.0,0.744,2.56,1.2,1.2,1.0,6.769,2.66
R-719,13622492455,13622492455,70.2,residential,,2,6.0,30,False,8,6.13,5.47,6.99,1.52,0.0217,0.738,2.62,1.21,1.63,96.12,6.888,2.84
R-720,13622492455,13622492455,70.2,residential,,2,6.0,30,False,8,6.13,5.47,6.99,1.52,0.0217,0.738,2.62,1.21,1.63,96.12,6.889,2.84
R-721,13622492459,11046205760,27.53,residential,,2,6.0,30,False,5,4.64,4.23,4.99,0.76,0.0276,0.752,2.48,1.38,1.66,19.4,6.649,3.07
R-722,13622503093,10925941300,33.46,residential,,2,6.0,30,False,4,3.46,3.29,3.63,0.34,0.0102,0.763,2.38,2.46,2.71,2.0,7.927,1.86
R-723,13622503093,10925943006,9.08,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-724,13622503093,13622531608,11.41,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-725,13622528187,13622528188,26.61,residential,,2,6.0,30,False,4,2.52,2.27,2.95,0.68,0.0256,0.772,2.28,3.87,4.46,1.5,9.155,1.61
R-726,13622528188,13619604480,6.51,residential,,2,6.0,30,False,1,2.27,2.27,2.27,0.0,0.0,0.774,2.26,4.46,4.46,1.0,9.706,
R-727,13622528188,13622528187,26.61,residential,,2,6.0,30,False,4,2.53,2.27,2.95,0.68,0.0256,0.772,2.28,3.87,4.46,1.5,9.155,1.61
R-728,13622528188,13622528189,15.17,residential,,2,6.0,30,False,3,2.61,2.27,2.95,0.68,0.0448,0.771,2.29,3.78,4.46,1.67,9.042,
R-729,13622528189,13622528188,15.17,residential,,2,6.0,30,False,3,2.61,2.27,2.95,0.68,0.0448,0.771,2.29,3.78,4.46,1.67,9.042,
R-730,13622528191,10925943006,15.5,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-731,13622528191,13619604480,1.56,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-732,13622528191,9914206292,79.32,residential,,2,6.0,30,False,2,3.16,2.82,3.5,0.68,0.0086,0.766,2.34,2.68,3.36,16.5,8.149,
R-733,13622531608,13622503093,11.41,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-734,13622531608,13622531608,97.62,residential,,2,6.0,30,False,6,4.19,3.63,5.3,1.67,0.0171,0.756,2.44,1.97,2.37,2.0,7.609,
R-735,13622531608,13622531608,97.62,residential,,2,6.0,30,False,6,4.19,3.63,5.3,1.67,0.0171,0.756,2.44,1.97,2.37,2.0,7.609,
R-736,13626183249,13626183260,6.93,residential,,2,6.0,30,True,2,-1.52,-1.69,-1.36,0.33,0.0476,0.81,1.9,24.98,26.2,8.0,9.776,2.02
R-737,13626183249,245666901,29.88,tertiary,,2,8.0,40,True,4,-1.5,-1.69,-1.27,0.42,0.0141,0.809,1.91,15.58,26.2,7.0,9.213,1.37
R-738,13626183257,11047568171,126.95,residential,,2,6.0,30,False,14,2.35,2.0,2.89,0.89,0.007,0.773,2.27,1.69,3.67,17.86,9.075,0.94
R-739,13626183257,13626183258,55.37,residential,,2,6.0,30,False,6,1.73,1.09,2.56,1.47,0.0265,0.779,2.21,6.5,12.13,12.0,8.567,1.18
R-740,13626183257,245666901,111.52,residential,,2,6.0,30,False,14,0.41,-1.27,2.56,3.83,0.0343,0.792,2.08,4.11,10.4,13.43,7.613,2.05
R-741,13626183258,13626183257,55.37,residential,,2,6.0,30,False,6,1.73,1.09,2.56,1.47,0.0265,0.779,2.21,6.5,12.13,12.0,8.567,1.18
